SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m)
2, 7.0300, 703, 1.53366625, 0.06990592, 0.20572707, 18.01341248, -46.03033829, -120.19740295, 79.30429840, -9.09090900, 63.16866302, -95.02773285, 66.79337311, 98.26834106, -0.06197866, -0.68397719, -0.22235534, 0.69202018, -0.61165136, 0.31535980, -0.16805477, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.0400, 704, 1.47648084, 0.08507492, 0.30497044, 26.92576790, -40.68385696, -130.85794067, 79.39199066, -8.12627888, 62.43788147, -93.61674500, 65.51920319, 99.51635742, -0.07069393, -0.67878366, -0.22874199, 0.69421339, -0.56290555, 0.32047859, -0.27565986, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.0500, 705, 1.59707677, 0.02045816, 0.28846279, 42.98212051, -39.04658127, -141.38322449, 78.45658875, -6.25548077, 61.82402802, -92.20390320, 64.12705994, 100.60237885, -0.08101841, -0.67326909, -0.23473248, 0.69645214, -0.69333160, 0.40706122, -0.26807377, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 6.9300, 628, -0.78096890, -1.04280543, -0.12877367, 7.56612921, -50.98306656, 117.16849518, -33.87898254, -31.21894073, -36.94826126, 89.89984131, 1.23984134, -47.67036057, -0.64423740, 0.64928967, -0.27847597, -0.29297161, 0.81030273, 0.04325456, 0.12664160, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 6.9400, 629, -0.07286503, -1.23111570, -0.37763107, 3.88016009, -46.54971695, 118.19794464, -35.16515732, -30.69277954, -36.65594864, 89.91899872, 0.06885517, -48.13862610, -0.64590895, 0.64534241, -0.28779513, -0.28897887, 0.08166686, 0.23117179, 0.37628120, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 6.9500, 630, 2.53319979, -2.23872256, -0.80887574, -1.08624053, 23.86723709, 94.48104858, -36.12978745, -30.57585526, -36.94826126, 89.90513611, -0.87558609, -47.89853287, -0.64893609, 0.64347941, -0.29172969, -0.28232962, -2.54313421, 1.23878229, 0.80735552, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 6.9600, 631, 2.80228400, -1.74415612, -1.25929904, -18.03514481, -42.85044861, 40.76597214, -36.12978745, -30.57585526, -36.94826126, 89.73402405, -1.28502381, -48.32593918, -0.64984697, 0.64036047, -0.29600284, -0.28287745, -2.82197070, 0.74435765, 1.25604689, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.0600, 706, 1.75388622, -0.10240805, 0.29879752, 58.75439453, -37.81171799, -152.45654297, 78.45658875, -6.25548077, 61.82402802, -90.78284454, 62.61292648, 101.53457642, -0.09295244, -0.66736001, -0.24035999, 0.69872564, -0.86139774, 0.55328840, -0.28851539, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.0700, 707, 1.88330293, -0.26466420, 0.34622279, 67.17643738, -37.06489944, -166.13240051, 78.01811981, -5.70008755, 62.02864456, -89.41522217, 60.95219803, 102.32410431, -0.10620552, -0.66098672, -0.24620868, 0.70085537, -1.00380552, 0.74048626, -0.34695643, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 6.9700, 632, -1.14371085, -0.43988588, -0.50244248, -21.72332191, -121.74811554, 89.22286987, -35.72055054, -31.24817276, -36.97749329, 89.55203247, -2.18474436, -49.53819656, -0.65006930, 0.63375443, -0.30732512, -0.28516054, 1.11212206, -0.55958116, 0.49577779, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 6.9800, 633, -1.92002320, -1.05932617, 0.04277990, -8.32567787, -62.20277786, 87.45717621, -36.62671661, -31.36509705, -37.00672150, 89.49684143, -3.06461573, -50.15333557, -0.65101087, 0.62936038, -0.31546906, -0.28384805, 1.87204540, 0.06052426, -0.05149344, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 6.9900, 634, -2.06037974, -1.00845683, 0.82897466, 3.66664577, -53.18087006, 82.65305328, -37.21134186, -31.24817276, -37.32826614, 89.56850433, -3.90279198, -50.67621613, -0.65137756, 0.62595820, -0.32313973, -0.28189427, 1.99789810, 0.01045158, -0.83701682, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.0000, 635, -1.06207442, -1.52147317, 0.56631696, 13.86846733, 15.91926670, 84.92127228, -37.21134186, -31.24817276, -37.32826614, 89.69371033, -4.75108767, -50.51091003, -0.65314525, 0.62471962, -0.32720259, -0.27579933, 0.98470986, 0.52449882, -0.57257473, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.0800, 708, 1.97013485, -0.36933881, 0.34133130, 61.30378723, -36.35005569, -178.32400513, 77.02426147, -3.88775206, 61.00555420, -88.23896027, 59.17134857, 102.96923065, -0.11982884, -0.65432006, -0.25296399, 0.70250672, -1.10550046, 0.87151855, -0.35308874, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.0100, 636, 0.43344417, -1.54115260, -0.21074788, 20.31460953, 42.94423294, 81.76782227, -37.91289139, -31.21894073, -37.12364578, 89.85830688, -5.56698895, -50.07656860, -0.65520656, 0.62455803, -0.32969135, -0.26820761, -0.52511960, 0.54537821, 0.20723177, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.0200, 637, -0.29516816, -0.91613638, -0.24732117, 12.70205975, -7.67764378, 81.26992035, -38.76059723, -31.59894753, -37.15287781, 89.99368286, -6.37970877, -50.15277481, -0.65617585, 0.62275261, -0.33484939, -0.26360646, 0.18921219, -0.07822593, 0.24638432, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.0300, 638, -0.53431964, -0.93707824, -0.11138091, 12.56478977, -18.41810608, 71.82433319, -40.16369629, -30.89739799, -36.74364090, 90.14105225, -7.09777975, -50.33900833, -0.65659392, 0.62093550, -0.34008867, -0.26012149, 0.41533166, -0.05581022, 0.11280190, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.0900, 709, 2.01196861, -0.42490560, 0.19574575, 70.82343292, -31.85295486, -188.48748779, 76.32270813, -3.88775206, 59.77784348, -87.13844299, 57.27532196, 103.43027496, -0.13470417, -0.64735943, -0.25967562, 0.70381045, -1.16401422, 0.95440060, -0.21841009, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.1000, 710, 2.03747964, -0.53866899, 0.04847897, 98.87767792, -24.82477760, -197.26371765, 75.41654205, -0.43846828, 59.66091537, -85.95521545, 55.29150009, 103.66364288, -0.15181561, -0.64007789, -0.26498762, 0.70500630, -1.20807695, 1.09612274, -0.08356366, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.0400, 639, -0.15345584, -0.95763707, 0.13761722, 15.82721615, 1.20588267, 68.94985199, -40.13446426, -31.01432228, -36.77287292, 90.33191681, -7.77849722, -50.33884811, -0.65710115, 0.62000400, -0.34418705, -0.25563362, 0.02237032, -0.03371876, -0.13330908, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.0500, 640, -0.08832403, -0.85844547, 0.22008392, 13.75530815, -2.50238204, 58.38925934, -40.13446426, -31.01432228, -36.77287292, 90.47372437, -8.36216354, -50.36826324, -0.65757453, 0.61897546, -0.34779191, -0.25200397, -0.05349175, -0.13141675, -0.21281168, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.0600, 641, -0.17798449, -0.91259134, 0.18204047, 11.22986317, -6.12317467, 50.28387070, -40.39754486, -30.75124168, -36.86056519, 90.59594727, -8.86442375, -50.43494415, -0.65788156, 0.61795229, -0.35110274, -0.24910595, 0.02710791, -0.07591221, -0.17251059, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.0700, 642, -0.26285139, -0.96467638, 0.13632949, 10.27969742, 6.18517733, 47.12193680, -41.30371094, -30.42969894, -36.53902435, 90.68962860, -9.33632088, -50.37765503, -0.65853548, 0.61722720, -0.35350895, -0.24574991, 0.10358727, -0.02249224, -0.12503470, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.0800, 643, -0.10784632, -0.94968623, 0.04168712, 10.60325527, 6.38928032, 39.50292206, -41.53756332, -32.56357574, -36.71440887, 90.78582001, -9.73212814, -50.31801987, -0.65900415, 0.61675119, -0.35549459, -0.24280682, -0.05874525, -0.03625353, -0.02879077, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.1100, 711, 1.90140533, -0.76681089, 0.02322495, 117.71274567, -11.85953712, -203.42176819, 75.41654205, -0.43846828, 59.66091537, -84.83959198, 53.25466156, 103.58713531, -0.17059834, -0.63294840, -0.26920462, 0.70555043, -1.09223318, 1.35226369, -0.07197385, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.1200, 712, 1.57209265, -1.08055079, 0.11049065, 105.14938354, 5.21690798, -197.52760315, 74.59806824, 0.49693072, 59.19321823, -84.10191345, 51.29398346, 103.18975830, -0.18866001, -0.62694919, -0.27350605, 0.70465350, -0.78392857, 1.69292653, -0.17131436, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.1300, 713, 1.13075447, -0.86939657, 0.31994003, 38.80921555, 19.41017151, -177.57662964, 73.69190216, 1.95849168, 58.57936096, -84.19141388, 49.60469437, 102.54749298, -0.20200647, -0.62353730, -0.28001362, 0.70141792, -0.36253452, 1.50611472, -0.38599116, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.1400, 714, 0.85360736, 0.55060267, 0.13905106, -29.05585670, 16.18768692, -151.89886475, 73.01958466, 3.59543991, 58.43320465, -84.83371735, 48.10834503, 102.08078766, -0.21009947, -0.62127626, -0.28974563, 0.69708073, -0.10281426, 0.10694544, -0.20137207, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.0900, 644, -0.05773132, -0.95678103, -0.04262041, 6.84123325, -4.76399469, 34.89282990, -42.56065369, -29.84507370, -36.53902435, 90.84773254, -10.07181454, -50.37220764, -0.65928876, 0.61589193, -0.35771570, -0.24094610, -0.11505317, -0.02807295, 0.05695144, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.1000, 645, -0.21276933, -1.03784180, 0.02791594, 2.03730583, -12.75842381, 34.05709076, -42.56065369, -29.84507370, -36.53902435, 90.89205933, -10.41041565, -50.50710297, -0.65949392, 0.61467439, -0.36032116, -0.23960763, 0.03427051, 0.05401812, -0.01286884, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.1500, 715, 0.99851286, 0.13291538, 0.23958707, -32.15451813, 10.53222370, -143.48423767, 72.55188751, 5.23238802, 58.34551239, -85.40234375, 46.68769455, 101.74516296, -0.21733351, -0.61882806, -0.29926324, 0.69300765, -0.26477957, 0.54409772, -0.29650480, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.1600, 716, 0.85791546, -0.71817899, 0.10651936, -15.81657696, -3.41134715, -108.74678040, 72.55188751, 5.23238802, 58.34551239, -85.61360931, 45.60092545, 101.67198944, -0.22295347, -0.61605132, -0.30614570, 0.69068623, -0.13872869, 1.41091144, -0.16005379, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.1700, 717, 0.73276448, -0.61771917, 0.18460293, 22.21803093, -25.41503334, -76.97151184, 71.11955261, 5.99239969, 58.55013275, -85.19821167, 44.81333923, 101.94465637, -0.22809923, -0.61201245, -0.30943304, 0.69113159, -0.02468175, 1.32155180, -0.24137071, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.1800, 718, 0.65627563, -0.64725417, 0.28386524, 25.63300514, -24.34509277, -40.46696472, 70.88570404, 6.37240553, 58.19935608, -84.79975891, 44.56983566, 102.09089661, -0.23074810, -0.61003709, -0.30914393, 0.69212729, 0.04548854, 1.35685182, -0.34707302, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.1900, 719, 0.57239777, -0.80485708, 0.28369999, 9.11861801, -15.71267605, -10.43798637, 71.49955750, 6.05086231, 57.67319489, -84.56432343, 44.45129776, 102.29672241, -0.23143964, -0.60862178, -0.30946529, 0.69299829, 0.12818423, 1.51530385, -0.35041115, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.2000, 720, 0.49271888, -0.78351831, 0.25481391, -11.84797096, -12.58149433, 13.45076752, 70.88570404, 6.89856768, 57.81935120, -84.54716492, 44.57321930, 102.49026489, -0.22965673, -0.60846227, -0.30972135, 0.69361681, 0.20833252, 1.49339020, -0.32270306, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.2100, 721, 0.49220639, -0.65217954, 0.23200342, -32.67834473, -11.03792381, 33.43201065, 70.88570404, 6.89856768, 57.81935120, -84.73414612, 44.89572906, 102.68893433, -0.22559758, -0.60934716, -0.31014308, 0.69398344, 0.21191904, 1.35915828, -0.29822382, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.2200, 722, 0.48582298, -0.54292101, 0.25305536, -49.29038620, -8.45755196, 53.19684982, 71.14878845, 5.05700064, 58.14089203, -85.09500885, 45.41807938, 102.87522888, -0.21952149, -0.61123288, -0.31046003, 0.69413203, 0.22381666, 1.24474025, -0.31512403, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.2300, 723, 0.45169863, -0.52813399, 0.28781256, -65.56038666, -5.48346090, 75.21735382, 71.17801666, 6.10932446, 57.38088226, -85.66526031, 46.22588730, 102.98483276, -0.21110699, -0.61458182, -0.31007117, 0.69395894, 0.26619762, 1.22205055, -0.34334189, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.2400, 724, 0.41288847, -0.49699083, 0.30319527, -79.63352203, -6.48728180, 97.96148682, 72.02572632, 5.43700647, 58.05319977, -86.32034302, 47.19860840, 103.17885590, -0.20071572, -0.61827010, -0.30973986, 0.69391394, 0.31622985, 1.17974734, -0.35011610, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.2500, 725, 0.43215415, -0.41367629, 0.33839023, -87.93853760, -11.05314732, 123.86480713, 72.37649536, 4.29698896, 57.79011917, -86.99861908, 48.42876434, 103.45024109, -0.18815495, -0.62243611, -0.30854729, 0.69424039, 0.31034106, 1.08241451, -0.37642971, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.2600, 726, 0.48598841, -0.40298253, 0.39557019, -89.05235291, -13.55628395, 148.01972961, 72.87342834, 2.98158431, 58.14089203, -87.65292358, 49.90103149, 103.76250458, -0.17396493, -0.62699300, -0.30608919, 0.69492841, 0.27247036, 1.05399251, -0.42503795, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.2700, 727, 0.53273094, -0.42314714, 0.43085548, -88.57707214, -15.02929974, 170.63298035, 72.87342834, 2.98158431, 58.14089203, -88.28114319, 51.60096741, 104.09513855, -0.15834588, -0.63189673, -0.30230916, 0.69587523, 0.24380359, 1.05279636, -0.45233780, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.2800, 728, 0.60055655, -0.35781339, 0.43663567, -85.91412354, -16.67951584, 188.64210510, 73.77959442, 2.28003502, 58.81321335, -88.89849091, 53.51508713, 104.39561462, -0.14159536, -0.63720959, -0.29706639, 0.69689763, 0.19565606, 0.96258724, -0.45083514, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.2900, 729, 0.66946399, -0.22932954, 0.42030513, -81.81638336, -16.50836182, 201.54853821, 74.77346039, 1.11078632, 58.90090561, -89.44467926, 55.52794266, 104.72970581, -0.12433644, -0.64232755, -0.29098511, 0.69805694, 0.14727354, 0.80620134, -0.42795253, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.3000, 730, 0.72965461, -0.10088377, 0.39203718, -74.87242126, -14.85970688, 212.56282043, 75.12422943, -1.22771120, 58.87167358, -89.95184326, 57.65273666, 105.01921844, -0.10679118, -0.64750957, -0.28373653, 0.69915712, 0.10751748, 0.64771760, -0.39429834, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.3100, 731, 0.80306989, -0.03339091, 0.35467529, -65.10901642, -12.89180183, 223.46226501, 75.94270325, -2.95235300, 58.40397644, -90.40251160, 59.88772202, 105.25374603, -0.08913871, -0.65273100, -0.27514428, 0.70020872, 0.05441206, 0.54778242, -0.35255766, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.3200, 732, 0.87461942, -0.01981740, 0.32275558, -55.30949783, -10.96117020, 234.55305481, 75.94270325, -2.95235300, 58.40397644, -90.80286407, 62.23423386, 105.42842102, -0.07137492, -0.65798074, -0.26518881, 0.70117182, 0.00285055, 0.49927855, -0.31728476, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.3300, 733, 0.97090781, -0.02045251, 0.31842420, -46.44744492, -8.94161415, 246.75361633, 77.31657410, -5.20315695, 58.40397644, -91.20584106, 64.72106171, 105.49076080, -0.05334865, -0.66342175, -0.25370207, 0.70189804, -0.07393178, 0.46228880, -0.31038469, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.3400, 734, 1.07059216, 0.00115325, 0.33874846, -35.53319168, -6.62781334, 257.23071289, 77.28733826, -6.60625553, 57.99473953, -91.55268860, 67.29416656, 105.50022888, -0.03537732, -0.66870832, -0.24095376, 0.70250911, -0.15486450, 0.40032339, -0.32878608, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.3500, 735, 1.17811334, 0.04333346, 0.36377749, -24.99776459, -3.08296967, 266.86950684, 78.10581970, -11.10786343, 58.52090073, -91.93249512, 69.96253204, 105.36107635, -0.01748518, -0.67402679, -0.22685890, 0.70279241, -0.24489437, 0.31556338, -0.35263076, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.3600, 736, 1.27585518, 0.05906129, 0.37760985, -18.65779305, 2.79525757, 276.07742310, 78.07658386, -11.45863724, 59.04706192, -92.52024078, 72.72008514, 104.93808746, 0.00049298, -0.67949617, -0.21169722, 0.70247358, -0.32663196, 0.25500438, -0.36517382, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.3700, 737, 1.37816000, 0.05804417, 0.36268085, -15.97551441, 9.76239204, 285.41503906, 78.07658386, -11.45863724, 59.04706192, -93.55645752, 75.56506348, 104.02753448, 0.01875565, -0.68515474, -0.19569030, 0.70136768, -0.41466099, 0.20890856, -0.34820122, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.3800, 738, 1.48479474, 0.03932627, 0.34706467, -17.11074066, 17.01078606, 293.89352417, 78.95352173, -14.41099072, 57.81935120, -95.49486542, 78.48577881, 102.21212006, 0.03747102, -0.69100213, -0.17908974, 0.69931322, -0.50903666, 0.17833610, -0.32945526, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.3900, 739, 1.59029472, 0.05133763, 0.33297262, -23.59073257, 24.28362846, 300.64486694, 79.33352661, -16.25255775, 58.98859787, -99.27416992, 81.43753815, 98.61518097, 0.05684784, -0.69686210, -0.16242076, 0.69625497, -0.60460562, 0.11512937, -0.31090480, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.4000, 740, 1.70917332, 0.10418090, 0.31521824, -31.36687088, 30.53806305, 305.82144165, 79.68430328, -20.08184814, 59.63168716, -107.69499969, 84.34760284, 90.44836426, 0.07688254, -0.70264053, -0.14582454, 0.69218534, -0.71617413, 0.00966662, -0.28757811, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.4100, 741, 1.84789491, 0.28705162, 0.23493943, -32.48376846, 32.82897949, 308.75677490, 80.26892853, -21.66033363, 59.74861145, -132.07516479, 86.91741943, 66.33093262, 0.09707467, -0.70807552, -0.12902351, 0.68742895, -0.85039353, -0.22690099, -0.20115121, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.4200, 742, 1.99562478, 0.47288451, 0.13675606, -20.60498810, 33.32311630, 306.65249634, 80.26892853, -21.66033363, 59.74861145, 161.90737915, 87.47333527, 0.45750609, 0.11632993, -0.71309811, -0.11155038, 0.68228662, -0.99654698, -0.46653718, -0.09705374, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.4300, 743, 2.08180857, 0.60329014, -0.00271305, -5.97066307, 34.54748917, 301.05899048, 80.47354126, -24.58345413, 60.42092896, 125.91242218, 85.31816101, -35.53590012, 0.13423774, -0.71776772, -0.09352675, 0.67678833, -1.08404613, -0.64990377, 0.04833973, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.4400, 744, 2.13445854, 0.72182828, -0.14878562, 7.01033831, 33.99193573, 292.15240479, 80.53200531, -27.15580177, 61.85326004, 114.78028870, 82.61201477, -46.79703140, 0.15072887, -0.72200799, -0.07518384, 0.67106831, -1.14070773, -0.81975830, 0.20042066, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.4500, 745, 2.13463187, 0.81612366, -0.23111737, 19.55076981, 35.01650620, 279.72915649, 79.39199066, -30.25431061, 61.88248825, 110.13527679, 79.89055634, -51.69296265, 0.16560180, -0.72593343, -0.05685576, 0.66510463, -1.14728785, -0.96313703, 0.28902304, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.1100, 646, -0.17550783, -1.08399653, 0.11282896, 3.97132254, -7.58355236, 35.16481781, -42.58988571, -30.57585526, -36.59748459, 90.94699097, -10.76081181, -50.58996964, -0.65977454, 0.61363554, -0.36272508, -0.23786448, -0.00896051, 0.10128739, -0.09697323, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.1200, 647, -0.20002042, -1.04754424, 0.08883254, 5.57249546, -7.10993767, 33.02183533, -42.09295654, -31.33586693, -36.30517197, 91.01753235, -11.08975983, -50.66812897, -0.65993357, 0.61276090, -0.36501682, -0.23616648, 0.00975017, 0.06596063, -0.07186410, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.1300, 648, -0.24785514, -1.04541469, 0.12848367, 6.80871058, -1.88380110, 30.81369972, -43.32066727, -30.48816109, -36.59748459, 91.09046936, -11.39750290, -50.69310760, -0.66014218, 0.61213017, -0.36691189, -0.23427488, 0.05219533, 0.06491272, -0.11029203, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.1400, 649, -0.19981943, -0.99423957, 0.13738756, 8.40570641, 4.22438860, 27.01269150, -43.32066727, -30.48816109, -36.59748459, 91.20504761, -11.65966511, -50.66756821, -0.66013247, 0.61204195, -0.36837849, -0.23222212, -0.00073228, 0.01475424, -0.11775020, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.4600, 746, 2.05307865, 0.89099628, -0.23817883, 28.93045425, 38.62090683, 262.82659912, 78.63198090, -33.06050873, 62.32095718, 107.98267365, 77.27957153, -54.18324280, 0.17878726, -0.72970092, -0.03907325, 0.65882087, -1.07412255, -1.08399653, 0.30323446, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.4700, 747, 1.91111922, 0.98169005, -0.14416535, 32.77732849, 44.02601624, 242.40963745, 78.63198090, -33.06050873, 62.32095718, 107.06179810, 74.83523560, -55.46922302, 0.19044575, -0.73339844, -0.02243360, 0.65219164, -0.94200701, -1.21684372, 0.21753730, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.4800, 748, 1.74555361, 1.18678439, -0.04870161, 37.59790039, 48.83255386, 220.56211853, 78.36889648, -34.75592041, 63.46097565, 106.84429169, 72.59342957, -56.08115387, 0.20043324, -0.73708373, -0.00709391, 0.64535570, -0.78721833, -1.45993102, 0.13157241, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.4900, 749, 1.59681261, 1.48756564, -0.07242772, 56.85886002, 50.26337433, 194.63764954, 77.72580719, -38.58520889, 64.95176697, 107.15048218, 70.58505249, -56.35755157, 0.20767243, -0.74091196, 0.00774501, 0.63864058, -0.64955789, -1.79390526, 0.16608384, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.5000, 750, 1.50796103, 1.76146650, -0.25452003, 86.43888855, 46.08493805, 160.04464722, 77.72580719, -39.08213806, 66.09178162, 107.90239716, 68.92008972, -56.47739792, 0.21100561, -0.74484462, 0.02206950, 0.63261056, -0.57123148, -2.09505081, 0.36032730, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.5100, 751, 1.44962227, 1.92683804, -0.49253884, 101.45426178, 37.18795395, 113.69398499, 76.64425659, -40.71908569, 65.56562042, 108.90337372, 67.72385406, -56.49194717, 0.21073909, -0.74848050, 0.03437052, 0.62784129, -0.52159554, -2.27999520, 0.61091280, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.5200, 752, 1.40270102, 1.82702529, -0.67578977, 79.28412628, 22.74891090, 66.86068726, 76.96579742, -41.50833130, 66.53025055, 109.68159485, 67.01760101, -56.50777435, 0.20928313, -0.75095278, 0.04266128, 0.62486047, -0.48051250, -2.19175553, 0.80435169, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.1500, 650, -0.13908915, -0.95401496, 0.11242415, 6.72576380, 5.81398487, 21.89543915, -42.73604202, -30.04969215, -36.27594376, 91.26119232, -11.87981796, -50.61301041, -0.66040236, 0.61184210, -0.36934853, -0.23043352, -0.06541084, -0.02462101, -0.09120885, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.1600, 651, -0.07900012, -0.98429877, 0.10070457, 3.22355652, 5.03960133, 20.34934235, -43.46682358, -30.92663002, -36.39286804, 91.28369141, -12.08438683, -50.56613541, -0.66080076, 0.61147225, -0.37020892, -0.22888742, -0.12904194, 0.00642309, -0.07886982, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.1700, 652, -0.06822142, -1.01655662, 0.09894398, -0.32975948, 1.47564316, 22.22210693, -43.70067215, -30.42969894, -36.10055542, 91.27831268, -12.30688095, -50.55613327, -0.66130853, 0.61076379, -0.37130243, -0.22753744, -0.14346483, 0.03946421, -0.07707837, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.1800, 653, -0.08888198, -1.03909993, 0.12094592, -1.73634815, -1.00559223, 25.36581421, -44.22683334, -30.40046692, -36.04209137, 91.26442719, -12.56025028, -50.57218933, -0.66187042, 0.60982031, -0.37267706, -0.22618283, -0.12692979, 0.06290564, -0.09930910, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.1900, 654, -0.10371923, -1.04517066, 0.12603602, -1.34692287, -1.57754064, 28.13785553, -44.22683334, -30.40046692, -36.04209137, 91.29459381, -12.79173660, -50.62652588, -0.66207546, 0.60907346, -0.37422642, -0.22503400, -0.11648966, 0.06995722, -0.10445537, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.2000, 655, -0.12455127, -1.02057004, 0.10829610, 0.28379649, -1.14639282, 30.19022942, -44.51914597, -30.57585526, -36.33440399, 91.30162048, -13.09330368, -50.64529037, -0.66261363, 0.60807925, -0.37590152, -0.22334053, -0.10004599, 0.04636950, -0.08622435, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 7.5300, 753, 1.33833230, 1.53362715, -0.67672604, 31.28251457, 12.09772015, 23.99530029, 76.96579742, -41.50833130, 66.53025055, 110.06706238, 66.77053833, -56.41417313, 0.20856312, -0.75205970, 0.04551785, 0.62356699, -0.41905332, -1.90360069, 0.81105638, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 7.2100, 656, -0.13757628, -0.98142630, 0.08972077, 2.35567474, 0.30239311, 31.33678246, -44.54837799, -31.54048538, -36.10055542, 91.32617950, -13.40665340, -50.64956284, -0.66310668, 0.60719121, -0.37759134, -0.22143430, -0.09227450, 0.00845824, -0.06737633, 0.00000000, 0.00000000, 0.00000000, 0.00000000
